metric,scenario_ui_label,granularity,key,key_lower
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD06,namprd06
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD07,namprd07
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD08,namprd08
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD10,namprd10
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD11,namprd11
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD12,namprd12
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD13,namprd13
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD14,namprd14
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD15,namprd15
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD16,namprd16
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD17,namprd17
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD18,namprd18
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD19,namprd19
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD20,namprd20
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD22,namprd22
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD84,namprd84
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD85,namprd85
SSD - Phoenix,Low Volume With Efficiency,Forest,NORP279,norp279
SSD - Phoenix,Low Volume With Efficiency,Forest,NZLP299,nzlp299
SSD - Phoenix,Low Volume With Efficiency,Forest,POLP291,polp291
SSD - Phoenix,Low Volume With Efficiency,Forest,PROD,prod
SSD - Phoenix,Low Volume With Efficiency,Forest,QATP289,qatp289
SSD - Phoenix,Low Volume With Efficiency,Forest,SGPP274,sgpp274
SSD - Phoenix,Low Volume With Efficiency,Forest,SWEP280,swep280
SSD - Phoenix,Low Volume With Efficiency,Forest,TWNP295,twnp295
SSD - Phoenix,Low Volume With Efficiency,Forest,ZAFP275,zafp275
