cohort_id,extraction_id,selected_for_mvp,selected_for_p3_extraction,extraction_status,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object_or_artifact,date_column,value_column,actual_column,forecast_column,additional_columns_to_extract,min_date,max_date,observation_count,passes_50_actuals,freshness_status,caveat,selection_reason
MVP079,EXT029,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP286,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix JPN, highest observation count first"
MVP080,EXT030,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP301,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix JPN, highest observation count first"
MVP081,EXT031,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix JPN, highest observation count first"
MVP082,EXT032,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,KORP216,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix KOR, highest observation count first"
MVP083,EXT033,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP152,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix LAM, highest observation count first"
MVP084,EXT034,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP215,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix LAM, highest observation count first"
MVP085,EXT035,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMPRD80,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix LAM, highest observation count first"
MVP086,EXT036,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MEXP297,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix MEX, highest observation count first"
MVP087,EXT037,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MYSP306,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix MYS, highest observation count first"
MVP088,EXT038,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP100,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix NAM, highest observation count first"
MVP089,EXT039,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP101,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix NAM, highest observation count first"
MVP090,EXT040,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP104,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix NAM, highest observation count first"
MVP091,EXT041,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD07,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","AX4 dashboard reference key, force-included"
MVP092,EXT042,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD08,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","AX4 dashboard reference key, force-included"
MVP093,EXT043,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NORP279,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix NOR, highest observation count first"
MVP094,EXT044,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NZLP299,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix NZL, highest observation count first"
MVP095,EXT045,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,POLP291,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix POL, highest observation count first"
MVP096,EXT046,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,QATP289,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix QAT, highest observation count first"
MVP097,EXT047,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SGPP274,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix SGP, highest observation count first"
MVP098,EXT048,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SWEP280,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix SWE, highest observation count first"
MVP099,EXT049,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,TWNP295,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix TWN, highest observation count first"
MVP100,EXT050,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ZAFP275,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ZAF, highest observation count first"
MVP101,EXT051,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix APC, highest observation count first"
MVP102,EXT052,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix ARE, highest observation count first"
MVP103,EXT053,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,AUS-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix AUS, highest observation count first"
MVP104,EXT054,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,BRA-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix BRA, highest observation count first"
MVP105,EXT055,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CAN-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix CAN, highest observation count first"
MVP106,EXT056,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHE-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix CHE, highest observation count first"
MVP107,EXT057,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,556,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix CHN, highest observation count first"
MVP108,EXT058,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,DEU-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix DEU, highest observation count first"
MVP109,EXT059,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,EUR-MSIT,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix EUR, highest observation count first"
MVP110,EXT060,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,FRA-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Consumed: 10 of 20; geographic round-robin on region prefix FRA, highest observation count first"
MVP111,EXT061,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix APC, highest observation count first"
MVP112,EXT062,TRUE,TRUE,TO_EXTRACT_IN_P3,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-01-04,2023-07-20,562,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix ARE, highest observation count first"
