metric,scenario,granularity,series_key,has_actuals,forecast_only,forecast_available
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP162,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP163,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP164,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP166,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP167,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP169,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP170,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP171,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP172,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP173,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP197,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP220,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP221,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP222,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP223,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP242,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP243,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD02,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD03,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD04,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD05,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD06,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD07,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD08,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD10,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD11,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD12,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD13,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD14,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD15,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD16,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD17,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD18,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD19,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD20,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD22,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD84,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMPRD85,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NORP279,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NZLP299,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,POLP291,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,PROD,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,QATP289,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,SGPP274,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,SWEP280,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,TWNP295,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,ZAFP275,False,True,True
