entity_key,date,target,lag_1,lag_7,lag_14,lag_30,lag_60,lag_90,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,year,month,quarter,day_of_month,day_of_week,week_of_year,is_month_start,is_month_end
MEX-Go Local,2025-10-26,1043.404473,1043.394954,1029.105845,1015.746178,993.276073,904.15268,820.789044,1035.9068745714285,5.5934201491214175,1014.8232709000001,15.114147066793633,2025,10,4,26,6,43,0,0
MEX-Go Local,2025-10-27,1044.7590190000003,1043.404473,1030.0306819999998,1015.746178,995.57678,907.314795,823.0882,1037.9495357142857,5.29891216729888,1016.4942175666667,15.417776683937477,2025,10,4,27,0,44,0,0
MEX-Go Local,2025-10-28,1047.9654609999998,1044.7590190000003,1032.7733,1016.510718,996.326391,907.314795,825.4896550000002,1040.053583857143,4.4933749249762025,1018.1336255333334,15.72857859030698,2025,10,4,28,1,44,0,0
MEX-Go Local,2025-10-29,1050.53529,1047.9654609999998,1035.5731899999998,1019.1930330000002,996.326391,789.539273,828.137853,1042.2238925714285,4.036625999816843,1019.8549278666667,16.08142409557305,2025,10,4,29,2,44,0,0
MEX-Go Local,2025-10-30,1051.517192,1050.53529,1038.918672,1022.363365,997.43974,789.539273,831.6154659999999,1044.3613354285715,3.8865783049614158,1021.6618911666667,16.389118456683118,2025,10,4,30,3,44,0,0
MEX-Go Local,2025-10-31,1051.517192,1051.517192,1041.5514789999995,1025.106405,998.0205510000002,833.5203940000001,834.1084740000001,1046.161124,3.863115566586438,1023.4644728999999,16.605607967746444,2025,10,4,31,4,44,0,1
MEX-Go Local,2025-11-01,1055.238933,1051.517192,1043.394954,1028.315137,1000.683102,833.5203940000001,834.743641,1047.5847972857143,3.714671122908305,1025.2476942666667,16.65140130517144,2025,11,4,1,5,44,1,0
MEX-Go Local,2025-11-02,1061.3029499999998,1055.238933,1043.404473,1029.105845,1001.804804,888.266418,835.638132,1049.2767942857142,4.159000664142186,1027.0662219666667,16.853987264874707,2025,11,4,2,6,44,0,0
MEX-Go Local,2025-11-03,1063.70831,1061.3029499999998,1044.7590190000003,1030.0306819999998,1002.966559,910.388056,838.265108,1051.8337195714284,5.2940676659592105,1029.0494935,17.274321229746857,2025,11,4,3,0,45,0,0
MEX-Go Local,2025-11-04,1064.239052,1063.70831,1047.9654609999998,1032.7733,1002.966559,916.6224759999998,841.542078,1054.540761142857,5.885305229912186,1031.0742185333334,17.667027333949555,2025,11,4,4,1,45,0,0
MEX-Go Local,2025-11-05,1066.916768,1064.239052,1050.53529,1035.5731899999998,1004.210545,929.9917410000002,844.07258,1056.8655598571427,6.066442615499105,1033.1166349666667,17.846388118639545,2025,11,4,5,2,45,0,0
MEX-Go Local,2025-11-06,1068.303704,1066.916768,1051.517192,1038.918672,1006.795286,931.460831,862.1597689999999,1059.2057710000001,6.369572295395089,1035.2068424,18.01544494462486,2025,11,4,6,3,45,0,0
MEX-Go Local,2025-11-07,1070.991939,1068.303704,1051.517192,1041.5514789999995,1010.159392,933.083919,864.3336850000002,1061.603844142857,6.148598235931461,1037.257123,18.169895179862408,2025,11,4,7,4,45,0,0
MEX-Go Local,2025-11-08,1072.885592,1070.991939,1055.238933,1043.394954,1013.020798,936.165601,864.3657420000002,1064.385950857143,5.148567936967252,1039.2848745666668,18.43404377521546,2025,11,4,8,5,45,0,0
MEX-Go Local,2025-11-09,1073.10928,1072.885592,1061.3029499999998,1043.404473,1015.049842,939.35362,865.4321659999999,1066.906902142857,4.146004240898049,1041.2803677,18.730715909573814,2025,11,4,9,6,45,0,0
MEX-Go Local,2025-11-10,1074.1489540000002,1073.10928,1063.70831,1044.7590190000003,1015.746178,942.176928,868.9403970000001,1068.593520714286,3.879186835283101,1043.2156823,18.925468825553647,2025,11,4,10,0,46,0,0
MEX-Go Local,2025-11-11,1077.2948219999998,1074.1489540000002,1064.239052,1047.9654609999998,1015.746178,947.261249,872.228929,1070.0850412857144,3.690385322752063,1045.1624414999999,19.006011052620583,2025,11,4,11,1,46,0,0
MEX-Go Local,2025-11-12,1082.754334,1077.2948219999998,1066.916768,1050.53529,1015.746178,954.5141129999998,875.4199990000001,1071.9501512857144,3.539504744476158,1047.2140629666667,19.043076420233113,2025,11,4,12,2,46,0,0
MEX-Go Local,2025-11-13,1087.8833410000002,1082.754334,1068.303704,1051.517192,1016.510718,956.644769,878.555228,1074.2126607142857,4.667821359034867,1049.4476681666667,19.154307467315753,2025,11,4,13,3,46,0,0
MEX-Go Local,2025-11-14,1093.891206,1087.8833410000002,1070.991939,1051.517192,1019.1930330000002,959.092839,880.1492590000001,1077.0097517142858,6.163562836354545,1051.8267555999998,19.353689741260006,2025,11,4,14,4,46,0,0
MEX-Go Local,2025-11-15,1097.461431,1093.891206,1072.885592,1055.238933,1022.363365,959.92331,880.451465,1080.2810755714286,8.183271060670323,1054.3166947,19.810183837417895,2025,11,4,15,5,46,0,0
MEX-Go Local,2025-11-16,1099.311013,1097.461431,1073.10928,1061.3029499999998,1025.106405,961.889533,880.9798210000001,1083.7919097142858,9.62622539611331,1056.8199635666667,20.370127272139133,2025,11,4,16,6,46,0,0
MEX-Go Local,2025-11-17,1100.871557,1099.311013,1074.1489540000002,1063.70831,1028.315137,965.730464,883.977092,1087.5350144285715,9.871114857046674,1059.2934505,20.88516700511476,2025,11,4,17,0,47,0,0
MEX-Go Local,2025-11-18,1105.264264,1100.871557,1077.2948219999998,1064.239052,1029.105845,969.166273,886.8744089999999,1091.352529142857,8.956341095668,1061.7119978333333,21.369586606967722,2025,11,4,18,1,47,0,0
MEX-Go Local,2025-11-19,1112.146963,1105.264264,1082.754334,1066.916768,1030.0306819999998,972.5344939999998,890.27699,1095.3481637142856,7.804462848845493,1064.2506118,21.880096119955905,2025,11,4,19,2,47,0,0
MEX-Go Local,2025-11-20,1116.075999,1112.146963,1087.8833410000002,1068.303704,1032.7733,972.804944,892.996818,1099.5471107142857,7.806352769397734,1066.9878211666667,22.57684730257079,2025,11,4,20,3,47,0,0
MEX-Go Local,2025-11-21,1119.250375,1116.075999,1093.891206,1070.991939,1035.5731899999998,974.455404,894.877178,1103.5746332857143,8.05449066185957,1069.7645777999999,23.33371943088164,2025,11,4,21,4,47,0,0
MEX-Go Local,2025-11-22,1120.980829,1119.250375,1097.461431,1072.885592,1038.918672,978.096209,895.741188,1107.1973717142857,8.653895049574201,1072.5538173,24.094504185976053,2025,11,4,22,5,47,0,0
MEX-Go Local,2025-11-23,1120.980829,1120.980829,1099.311013,1073.10928,1041.5514789999995,985.550847,897.1275440000002,1110.5572857142856,8.80824798808423,1075.2892225333333,24.792370931811693,2025,11,4,23,6,47,0,0
MEX-Go Local,2025-11-24,1121.349014,1120.980829,1100.871557,1074.1489540000002,1043.394954,990.201355,900.855953,1113.6529737142857,7.964504703466255,1077.9368675333333,25.30120269568669,2025,11,4,24,0,48,0,0
MEX-Go Local,2025-11-25,1126.474571,1121.349014,1105.264264,1077.2948219999998,1043.404473,993.276073,904.15268,1116.5783247142858,6.007782238784536,1080.5353361999998,25.63220251380179,2025,11,4,25,1,48,0,0
MEX-Go Local,2025-11-26,1129.264593,1126.474571,1112.146963,1082.754334,1044.7590190000003,995.57678,907.314795,1119.6083685714286,4.513318159245191,1083.3043394666665,25.96746989179407,2025,11,4,26,2,48,0,0
MEX-Go Local,2025-11-27,1132.714229,1129.264593,1116.075999,1087.8833410000002,1047.9654609999998,996.326391,907.314795,1122.0537442857144,4.433420524172011,1086.1211919333332,26.224191730259403,2025,11,4,27,3,48,0,0
MEX-Go Local,2025-11-28,1135.307584,1132.714229,1119.250375,1093.891206,1050.53529,996.326391,789.539273,1124.4306342857142,5.103863869704168,1088.9461508666666,26.53506348864405,2025,11,4,28,4,48,0,0
MEX-Go Local,2025-11-29,1137.918203,1135.307584,1120.980829,1097.461431,1051.517192,997.43974,789.539273,1126.7245212857142,5.929250714906462,1091.771894,26.81586107976935,2025,11,4,29,5,48,0,0
MEX-Go Local,2025-11-30,1138.1385389999998,1137.918203,1120.980829,1099.311013,1051.517192,998.0205510000002,833.5203940000001,1129.1441461428572,6.611385411343402,1094.6519277,26.98264112213724,2025,11,4,30,6,48,0,1
MEX-Go Local,2025-12-01,1138.727034,1138.1385389999998,1121.349014,1100.871557,1055.238933,1000.683102,833.5203940000001,1131.5952475714287,6.2512208267090505,1097.5393059333333,26.841935848293904,2025,12,4,1,0,49,1,0
MEX-Go Local,2025-12-02,1141.365072,1138.727034,1126.474571,1105.264264,1061.3029499999998,1001.804804,888.266418,1134.077821857143,4.781935114217827,1100.3222426333334,26.63220851107377,2025,12,4,2,1,49,0,0
MEX-Go Local,2025-12-03,1143.8564949999998,1141.365072,1129.264593,1112.146963,1063.70831,1002.966559,910.388056,1136.2050362857142,4.099201611119036,1102.9909800333332,26.598745913302643,2025,12,4,3,2,49,0,0
MEX-Go Local,2025-12-04,1146.6044559999998,1143.8564949999998,1132.714229,1116.075999,1064.239052,1002.966559,916.6224759999998,1138.2895937142855,3.6691991141282863,1105.6625862,26.5421220235661,2025,12,4,4,3,49,0,0
MEX-Go Local,2025-12-05,1149.2876309999997,1146.6044559999998,1135.307584,1119.250375,1066.916768,1004.210545,929.9917410000002,1140.2739118571428,3.9001655204897596,1108.4080996666667,26.36889180463653,2025,12,4,5,4,49,0,0
MEX-Go Local,2025-12-06,1151.343219,1149.2876309999997,1137.918203,1120.980829,1068.303704,1006.795286,931.460831,1142.2710614285713,4.470835530605969,1111.1537951,26.187438006717677,2025,12,4,6,5,49,0,0
MEX-Go Local,2025-12-07,1152.3515369999998,1151.343219,1138.1385389999998,1120.980829,1070.991939,1010.159392,933.083919,1144.1889208571426,5.124119355845434,1113.9217789333334,25.888942402182582,2025,12,4,7,6,49,0,0
MEX-Go Local,2025-12-08,1154.6727869999995,1152.3515369999998,1138.727034,1121.349014,1072.885592,1013.020798,936.165601,1146.219349142857,5.142993673469584,1116.6337655333332,25.495173195106318,2025,12,4,8,0,50,0,0
MEX-Go Local,2025-12-09,1159.4607130000004,1154.6727869999995,1141.365072,1126.474571,1073.10928,1015.049842,939.35362,1148.4973138571427,4.790690038676901,1119.3600053666667,25.02426738669168,2025,12,4,9,1,50,0,0
MEX-Go Local,2025-12-10,1165.6336869999998,1159.4607130000004,1143.8564949999998,1129.264593,1074.1489540000002,1015.746178,942.176928,1151.0824054285713,5.168052891051178,1122.2383864666665,24.48123110214654,2025,12,4,10,2,50,0,0
MEX-Go Local,2025-12-11,1171.1745299999998,1165.6336869999998,1146.6044559999998,1132.714229,1077.2948219999998,1015.746178,947.261249,1154.1934328571429,6.48111611180534,1125.2878775666666,23.977120075524226,2025,12,4,11,3,50,0,0
MEX-Go Local,2025-12-12,1175.782444,1171.1745299999998,1149.2876309999997,1135.307584,1082.754334,1015.746178,954.5141129999998,1157.7034434285713,8.129709581573268,1128.4172011666667,23.621029372204344,2025,12,4,12,4,50,0,0
MEX-Go Local,2025-12-13,1181.253793,1175.782444,1151.343219,1137.918203,1087.8833410000002,1016.510718,956.644769,1161.4884167142857,9.59422804518578,1131.5181381666666,23.52587153423485,2025,12,4,13,5,50,0,0
MEX-Go Local,2025-12-14,1184.397025,1181.253793,1152.3515369999998,1138.1385389999998,1093.891206,1019.1930330000002,959.092839,1165.7613558571427,10.895215091361573,1134.6304865666668,23.729488981920102,2025,12,4,14,6,50,0,0
MEX-Go Local,2025-12-15,1186.518539,1184.397025,1154.6727869999995,1138.727034,1097.461431,1022.363365,959.92331,1170.3392827142857,11.05288268414929,1137.6473472,24.12149327529066,2025,12,4,15,0,51,0,0
MEX-Go Local,2025-12-16,1190.912016,1186.518539,1159.4607130000004,1141.365072,1099.311013,1025.106405,961.889533,1174.888675857143,10.036995682578084,1140.6159174666666,24.482689128092296,2025,12,4,16,1,51,0,0
MEX-Go Local,2025-12-17,1196.2191260000002,1190.912016,1165.6336869999998,1143.8564949999998,1100.871557,1028.315137,965.730464,1179.381719142857,8.96159416281272,1143.6692842333332,24.86277571935809,2025,12,4,17,2,51,0,0
MEX-Go Local,2025-12-18,1199.881329,1196.2191260000002,1171.1745299999998,1146.6044559999998,1105.264264,1029.105845,969.166273,1183.7510675714286,8.589843437396002,1146.8475365333331,25.29370417818396,2025,12,4,18,3,51,0,0
MEX-Go Local,2025-12-19,1205.3136439999998,1199.881329,1175.782444,1149.2876309999997,1112.146963,1030.0306819999998,972.5344939999998,1187.852038857143,8.436060887034884,1150.0014387,25.823254878486846,2025,12,4,19,4,51,0,0
MEX-Go Local,2025-12-20,1209.817101,1205.3136439999998,1181.253793,1151.343219,1116.075999,1032.7733,972.804944,1192.0707817142859,8.771646888556683,1153.1069947333333,26.701103334688405,2025,12,4,20,5,51,0,0
MEX-Go Local,2025-12-21,1212.177548,1209.817101,1184.397025,1152.3515369999998,1119.250375,1035.5731899999998,974.455404,1196.1512542857142,9.513355027954143,1156.2316981333336,27.68501837296857,2025,12,4,21,6,51,0,0
MEX-Go Local,2025-12-22,1215.833387,1212.177548,1186.518539,1154.6727869999995,1120.980829,1038.918672,978.096209,1200.1199004285716,9.586906539583763,1159.3292705666668,28.588530515633266,2025,12,4,22,0,52,0,0
MEX-Go Local,2025-12-23,1219.441789,1215.833387,1190.912016,1159.4607130000004,1120.980829,1041.5514789999995,985.550847,1204.307735857143,9.04252481772013,1162.4910224999999,29.433753893093552,2025,12,4,23,1,52,0,0
MEX-Go Local,2025-12-24,1221.627606,1219.441789,1196.2191260000002,1165.6336869999998,1121.349014,1043.394954,990.201355,1208.3834177142855,8.405548825128923,1165.7730545,30.126842080178193,2025,12,4,24,2,52,0,0
MEX-Go Local,2025-12-25,1222.155785,1221.627606,1199.881329,1171.1745299999998,1126.474571,1043.404473,993.276073,1212.0132005714283,7.736609632314247,1169.1156742333333,30.58747441776532,2025,12,4,25,3,52,0,0
MEX-Go Local,2025-12-26,1222.22085,1222.155785,1205.3136439999998,1175.782444,1129.264593,1044.7590190000003,995.57678,1215.1952657142858,6.3762804291668145,1172.3050480333334,30.973871443951385,2025,12,4,26,4,52,0,0
MEX-Go Local,2025-12-27,1223.3189449999995,1222.22085,1209.817101,1181.253793,1132.714229,1047.9654609999998,996.326391,1217.6105808571428,5.079663191663989,1175.4035899333333,31.168683616889844,2025,12,4,27,5,52,0,0
MEX-Go Local,2025-12-28,1223.636169,1223.3189449999995,1212.177548,1184.397025,1135.307584,1050.53529,996.326391,1219.5394157142855,4.095162479587626,1178.423747133333,31.2790430793142,2025,12,4,28,6,52,0,0
MEX-Go Local,2025-12-29,1223.722997,1223.636169,1215.833387,1186.518539,1137.918203,1051.517192,997.43974,1221.1763615714285,2.721864663307708,1181.3680333,31.237727233952903,2025,12,4,29,0,1,0,0
MEX-Go Local,2025-12-30,1226.8665600000002,1223.722997,1219.441789,1190.912016,1138.1385389999998,1051.517192,998.0205510000002,1222.3034487142857,1.499832224736133,1184.2281931,31.04985549082126,2025,12,4,30,1,1,0,0
MEX-Go Local,2025-12-31,1228.695887,1226.8665600000002,1221.627606,1196.2191260000002,1138.727034,1055.238933,1000.683102,1223.3641302857143,1.7442548900036785,1187.1857938,30.732474295760305,2025,12,4,31,2,1,0,1
MEX-Go Local,2026-01-01,1229.4941870000002,1228.695887,1222.155785,1199.881329,1141.365072,1061.3029499999998,1001.804804,1224.3738847142856,2.4674357725894644,1190.1847555666666,30.22620899702769,2026,1,1,1,3,1,1,0
MEX-Go Local,2026-01-02,1230.1104939999998,1229.4941870000002,1222.22085,1205.3136439999998,1143.8564949999998,1063.70831,1002.966559,1225.4222278571428,2.890611281645867,1193.1223927333333,29.59384030270647,2026,1,1,2,4,1,0,0
MEX-Go Local,2026-01-03,1238.152325,1230.1104939999998,1223.3189449999995,1209.817101,1146.6044559999998,1064.239052,1002.966559,1226.5493198571428,2.971320304070028,1195.9975260333333,28.822324527004668,2026,1,1,3,5,1,0,0
MEX-Go Local,2026-01-04,1245.655778,1238.152325,1223.636169,1212.177548,1149.2876309999997,1066.916768,1004.210545,1228.6683741428571,4.928389447259324,1199.0491216666665,28.253196324749247,2026,1,1,4,6,1,0,0
MEX-Go Local,2026-01-05,1249.9640310000002,1245.655778,1223.722997,1215.833387,1151.343219,1068.303704,1006.795286,1231.8140325714287,7.524590440951085,1202.2613932333331,27.87624361044896,2026,1,1,5,0,2,0,0
MEX-Go Local,2026-01-06,1253.925358,1249.9640310000002,1226.8665600000002,1219.441789,1152.3515369999998,1070.991939,1010.159392,1235.5627517142857,9.177001032283284,1205.5487536333335,27.476725453460567,2026,1,1,6,1,2,0,0
MEX-Go Local,2026-01-07,1256.6073289999997,1253.925358,1228.695887,1221.627606,1154.6727869999995,1072.885592,1013.020798,1239.4282942857142,10.506099112349133,1208.9345476666667,26.94860162908513,2026,1,1,7,2,2,0,0
MEX-Go Local,2026-01-08,1259.2475989999998,1256.6073289999997,1229.4941870000002,1222.155785,1159.4607130000004,1073.10928,1015.049842,1243.415643142857,11.037139745417752,1212.3323657333335,26.28923153355076,2026,1,1,8,3,2,0,0
MEX-Go Local,2026-01-09,1261.961646,1259.2475989999998,1230.1104939999998,1222.22085,1165.6336869999998,1074.1489540000002,1015.746178,1247.6661305714285,10.498318151186622,1215.658595266667,25.674555031951986,2026,1,1,9,4,2,0,0
MEX-Go Local,2026-01-10,1264.2169259999996,1261.961646,1238.152325,1223.3189449999995,1171.1745299999998,1077.2948219999998,1015.746178,1252.216295142857,8.29177812225319,1218.8695272333332,25.22210240618963,2026,1,1,10,5,2,0,0
MEX-Go Local,2026-01-11,1265.405762,1264.2169259999996,1245.655778,1223.636169,1175.782444,1082.754334,1015.746178,1255.9398095714284,6.604158708266491,1221.9709404333332,24.873119365791297,2026,1,1,11,6,2,0,0
MEX-Go Local,2026-01-12,1265.7255699999998,1265.405762,1249.9640310000002,1223.722997,1181.253793,1087.8833410000002,1016.510718,1258.7612358571428,5.624489598793853,1224.9583843666667,24.51386084103386,2026,1,1,12,0,3,0,0
MEX-Go Local,2026-01-13,1269.184192,1265.7255699999998,1253.925358,1226.8665600000002,1184.397025,1093.891206,1019.1930330000002,1261.012884285714,4.5722166709241,1227.7741102666664,24.169640813311773,2026,1,1,13,1,3,0,0
MEX-Go Local,2026-01-14,1272.827973,1269.184192,1256.6073289999997,1228.695887,1186.518539,1097.461431,1022.363365,1263.1927177142857,4.256495354002949,1230.6003491666665,23.877972194576277,2026,1,1,14,2,3,0,0
MEX-Go Local,2026-01-15,1277.437446,1272.827973,1259.2475989999998,1229.4941870000002,1190.912016,1099.311013,1025.106405,1265.5099525714286,4.483121576394882,1233.4773303,23.581278914029387,2026,1,1,15,3,3,0,0
MEX-Go Local,2026-01-16,1281.161096,1277.437446,1261.961646,1230.1104939999998,1196.2191260000002,1100.871557,1028.315137,1268.1085021428569,5.421732234277901,1236.3615113,23.48686759335989,2026,1,1,16,4,3,0,0
MEX-Go Local,2026-01-17,1283.085537,1281.161096,1264.2169259999996,1238.152325,1199.881329,1105.264264,1029.105845,1270.8512807142856,6.535768361314784,1239.1929102999998,23.600440245670885,2026,1,1,17,5,3,0,0
MEX-Go Local,2026-01-18,1283.209913,1283.085537,1265.405762,1245.655778,1205.3136439999998,1112.146963,1030.0306819999998,1273.5467965714286,7.200686688010936,1241.9663839,23.710059115036138,2026,1,1,18,6,3,0,0
MEX-Go Local,2026-01-19,1283.21598,1283.209913,1265.7255699999998,1249.9640310000002,1209.817101,1116.075999,1032.7733,1276.0902467142857,6.9870682632026595,1244.5629262,23.822753964319983,2026,1,1,19,0,4,0,0
MEX-Go Local,2026-01-20,1287.2485170000002,1283.21598,1269.184192,1253.925358,1212.177548,1119.250375,1035.5731899999998,1278.5888767142858,5.665130563619038,1247.0095555,23.900217094800368,2026,1,1,20,1,4,0,0
MEX-Go Local,2026-01-21,1292.2472689999995,1287.2485170000002,1272.827973,1256.6073289999997,1215.833387,1120.980829,1038.918672,1281.1694945714285,4.699049220280698,1249.5119211333333,24.057002136026366,2026,1,1,21,2,4,0,0
MEX-Go Local,2026-01-22,1294.9010420000002,1292.2472689999995,1277.437446,1259.2475989999998,1219.441789,1120.980829,1041.5514789999995,1283.9436797142857,4.68596776136789,1252.0590505333334,24.410901643149995,2026,1,1,22,3,4,0,0
MEX-Go Local,2026-01-23,1298.6369569999997,1294.9010420000002,1281.161096,1261.961646,1221.627606,1121.349014,1043.394954,1286.438479142857,5.25855342842131,1254.5743589666668,24.818387676775238,2026,1,1,23,4,4,0,0
MEX-Go Local,2026-01-24,1300.9287490000002,1298.6369569999997,1283.085537,1264.2169259999996,1222.155785,1126.474571,1043.404473,1288.9350307142856,6.36706376480355,1257.1413373333335,25.27160142280379,2026,1,1,24,5,4,0,0
MEX-Go Local,2026-01-25,1301.154658,1300.9287490000002,1283.209913,1265.405762,1222.22085,1129.264593,1044.7590190000003,1291.4840609999999,7.157592934914738,1259.7671028,25.601367511655013,2026,1,1,25,6,4,0,0
MEX-Go Local,2026-01-26,1302.703768,1301.154658,1283.21598,1265.7255699999998,1223.3189449999995,1132.714229,1047.9654609999998,1294.0475959999999,6.909459205424907,1262.3982297333334,25.66561787984323,2026,1,1,26,0,5,0,0
MEX-Go Local,2026-01-27,1307.291678,1302.703768,1287.2485170000002,1269.184192,1223.636169,1135.307584,1050.53529,1296.831565714286,5.624288932838666,1265.0443905,25.58978460587331,2026,1,1,27,1,5,0,0
MEX-Go Local,2026-01-28,1311.050819,1307.291678,1292.2472689999995,1272.827973,1223.722997,1137.918203,1051.517192,1299.6948744285712,4.999752074129566,1267.8329074666667,25.479669309949628,2026,1,1,28,2,5,0,0
MEX-Go Local,2026-01-29,1314.39078,1311.050819,1294.9010420000002,1277.437446,1226.8665600000002,1138.1385389999998,1051.517192,1302.3810958571428,5.369128985273766,1270.7438348666665,25.25394583185546,2026,1,1,29,3,5,0,0
MEX-Go Local,2026-01-30,1318.085615,1314.39078,1298.6369569999997,1281.161096,1228.695887,1138.727034,1055.238933,1305.165344142857,5.873419138414624,1273.6613088666666,25.065144472778773,2026,1,1,30,4,5,0,0
MEX-Go Local,2026-01-31,1319.8556149999995,1318.085615,1300.9287490000002,1283.085537,1229.4941870000002,1141.365072,1061.3029499999998,1307.943723857143,6.797795202988071,1276.640966466667,24.847716598887423,2026,1,1,31,5,5,0,1
MEX-Go Local,2026-02-01,1320.0579240000002,1319.8556149999995,1301.154658,1283.209913,1230.1104939999998,1143.8564949999998,1063.70831,1310.6475618571426,7.288898140000652,1279.6530140666664,24.40843247210977,2026,2,1,1,6,5,1,0
MEX-Go Local,2026-02-02,1320.5181890000003,1320.0579240000002,1302.703768,1283.21598,1238.152325,1146.6044559999998,1064.239052,1313.3480284285713,6.660333708691296,1282.651261733333,23.62478715588472,2026,2,1,2,0,6,0,0
MEX-Go Local,2026-02-03,1322.6561109999998,1320.5181890000003,1307.291678,1287.2485170000002,1245.655778,1149.2876309999997,1066.916768,1315.8929457142858,5.146762174379043,1285.3967905333334,23.054207062499422,2026,2,1,3,1,6,0,0
MEX-Go Local,2026-02-04,1325.467819,1322.6561109999998,1311.050819,1292.2472689999995,1249.9640310000002,1151.343219,1068.303704,1318.0878647142856,4.020155008430778,1287.9634683000002,22.761636869858034,2026,2,1,4,2,6,0,0
MEX-Go Local,2026-02-05,1328.760322,1325.467819,1314.39078,1294.9010420000002,1253.925358,1152.3515369999998,1070.991939,1320.147436142857,3.4694079547630956,1290.4802612333333,22.588723890546046,2026,2,1,5,3,6,0,0
MEX-Go Local,2026-02-06,1332.7624549999998,1328.760322,1318.085615,1298.6369569999997,1256.6073289999997,1154.6727869999995,1072.885592,1322.2002278571429,3.7364373723472535,1292.9747600333333,22.54473662643278,2026,2,1,6,4,6,0,0
MEX-Go Local,2026-02-07,1334.75164,1332.7624549999998,1319.8556149999995,1300.9287490000002,1259.2475989999998,1159.4607130000004,1073.10928,1324.2969192857142,4.960234941536962,1295.5132642333333,22.596032502444782,2026,2,1,7,5,6,0,0
MEX-Go Local,2026-02-08,1335.456153,1334.75164,1320.0579240000002,1301.154658,1261.961646,1165.6336869999998,1074.1489540000002,1326.4249228571427,5.852361220151202,1298.0300656,22.622282915612644,2026,2,1,8,6,6,0,0
MEX-Go Local,2026-02-09,1336.57185,1335.456153,1320.5181890000003,1302.703768,1264.2169259999996,1171.1745299999998,1077.2948219999998,1328.6246698571429,5.953332771161455,1300.4798825,22.56102520095924,2026,2,1,9,0,7,0,0
MEX-Go Local,2026-02-10,1340.46322,1336.57185,1322.6561109999998,1307.291678,1265.405762,1175.782444,1082.754334,1330.91805,5.373988579000307,1302.8917133,22.417754782450302,2026,2,1,10,1,7,0,0
MEX-Go Local,2026-02-11,1344.296238,1340.46322,1325.467819,1311.050819,1265.7255699999998,1181.253793,1087.8833410000002,1333.4619227142855,5.013816494898882,1305.3936285666666,22.277830580546578,2026,2,1,11,2,7,0,0
MEX-Go Local,2026-02-12,1347.9608570000005,1344.296238,1328.760322,1314.39078,1269.184192,1184.397025,1093.891206,1336.151696857143,5.06067574548336,1308.0126508333335,22.07106871087535,2026,2,1,12,3,7,0,0
MEX-Go Local,2026-02-13,1351.1801940000005,1347.9608570000005,1332.7624549999998,1318.085615,1272.827973,1186.518539,1097.461431,1338.8946304285714,5.565079858149685,1310.6385396666667,21.978187731426367,2026,2,1,13,4,7,0,0
MEX-Go Local,2026-02-14,1354.7151610000003,1351.1801940000005,1334.75164,1319.8556149999995,1277.437446,1190.912016,1099.311013,1341.525736,6.463914758750046,1313.2502803666669,21.985522228929923,2026,2,1,14,5,7,0,0
MEX-Go Local,2026-02-15,1355.8688010000003,1354.7151610000003,1335.456153,1320.0579240000002,1281.161096,1196.2191260000002,1100.871557,1344.3776675714287,7.32383236936038,1315.8262042,22.17115877035801,2026,2,1,15,6,7,0,0
MEX-Go Local,2026-02-16,1356.698463,1355.8688010000003,1336.57185,1320.5181890000003,1283.085537,1199.881329,1105.264264,1347.2937601428573,7.242912368607579,1318.3164610333336,22.3382666990994,2026,2,1,16,0,8,0,0
MEX-Go Local,2026-02-17,1362.6644849999998,1356.698463,1340.46322,1322.6561109999998,1283.209913,1205.3136439999998,1112.146963,1350.1689905714286,6.196492368992879,1320.7702252333331,22.377850747876607,2026,2,1,17,1,8,0,0
MEX-Go Local,2026-02-18,1366.7836140000002,1362.6644849999998,1344.296238,1325.467819,1283.21598,1209.817101,1116.075999,1353.3405998571432,6.081402887417642,1323.4187109666666,22.48079300101033,2026,2,1,18,2,8,0,0
MEX-Go Local,2026-02-19,1370.071788,1366.7836140000002,1347.9608570000005,1328.760322,1287.2485170000002,1212.177548,1119.250375,1356.5530821428572,6.436544327308625,1326.2042987666666,22.504915800806696,2026,2,1,19,3,8,0,0
MEX-Go Local,2026-02-20,1373.433553,1370.071788,1351.1801940000005,1332.7624549999998,1292.2472689999995,1215.833387,1120.980829,1359.7117865714288,6.924134082339639,1328.9650744666665,22.64098589410392,2026,2,1,20,4,8,0,0
MEX-Go Local,2026-02-21,1376.435937,1373.433553,1354.7151610000003,1334.75164,1294.9010420000002,1219.441789,1120.980829,1362.890837857143,7.443297088838836,1331.6712839333334,22.950737558511364,2026,2,1,21,5,8,0,0
MEX-Go Local,2026-02-22,1377.0691740000002,1376.435937,1355.8688010000003,1335.456153,1298.6369569999997,1221.627606,1121.349014,1365.993805857143,7.975432853149011,1334.3891137666667,23.271693462796353,2026,2,1,22,6,8,0,0
MEX-Go Local,2026-02-23,1377.26922,1377.0691740000002,1356.698463,1336.57185,1300.9287490000002,1222.155785,1126.474571,1369.0224305714287,7.500947247884842,1337.0035209999999,23.521008111433535,2026,2,1,23,0,9,0,0
