cohort_id,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,ui_filter_path,source,p3_extraction_status,raw_parquet_relative_path,row_count,min_date,max_date,observed_series,freshness_status,has_15_governed_backtests,ui_visible_now,caveat
OBS-SSD-NORP279,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NORP279,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NORP279,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NZLP299,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NZLP299,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NZLP299,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-POLP291,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,POLP291,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=POLP291,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-QATP289,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,QATP289,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=QATP289,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-SGPP274,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SGPP274,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=SGPP274,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-SWEP280,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SWEP280,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=SWEP280,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-TWNP295,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,TWNP295,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=TWNP295,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-ZAFP275,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ZAFP275,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=ZAFP275,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-CPU-Consumed-APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=APC-Multitenant,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-ARE-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=ARE-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-AUS-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,AUS-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=AUS-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-BRA-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,BRA-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=BRA-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-CAN-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CAN-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CAN-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-CHE-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHE-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CHE-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-CHN-Gallatin,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CHN-Gallatin,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,556,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-DEU-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,DEU-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=DEU-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,EUR-MSIT,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=EUR-MSIT,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Consumed-FRA-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,FRA-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=FRA-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=APC-Multitenant,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-ARE-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=ARE-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-AUS-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,AUS-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=AUS-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-BRA-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,BRA-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=BRA-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-CAN-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CAN-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CAN-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-CHE-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHE-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CHE-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-CHN-Gallatin,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CHN-Gallatin,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,556,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-DEU-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,DEU-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=DEU-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,EUR-MSIT,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=EUR-MSIT,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-CPU-Failover-FRA-Go Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,FRA-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=FRA-Go Local,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-APC-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=APC-Multitenant,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-ARE-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,ARE-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=ARE-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-AUS-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,AUS-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=AUS-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-BRA-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,BRA-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=BRA-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1009,2020-09-22,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-CAN-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CAN-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CAN-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-CHE-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHE-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CHE-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-CHN-Gallatin,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CHN-Gallatin,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,429,2022-05-10,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-DEU-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,DEU-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=DEU-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1100,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-EUR-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,EUR-Multitenant,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=EUR-Multitenant,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Consumed-FRA-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,FRA-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=FRA-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Failover-APC-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=APC-Multitenant,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Failover-ARE-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=ARE-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Failover-AUS-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,AUS-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=AUS-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
OBS-IOPS-Failover-BRA-Go Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,BRA-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=BRA-Go Local,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1009,2020-09-22,2023-07-20,1,STALE (to 2023-07-20),FALSE,FALSE,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
