cohort_id,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source,p3_action,raw_parquet_relative_path,row_count,min_date,max_date,freshness_status,caveat
MVP134,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,BRA-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP135,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CAN-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP136,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHE-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP137,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,556,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP138,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,DEU-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP119,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,EUR-MSIT,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP140,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,FRA-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP121,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP122,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,ARE-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP123,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,AUS-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP124,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,BRA-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1009,2020-09-22,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP125,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CAN-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP126,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHE-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP127,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,429,2022-05-10,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP128,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,DEU-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1100,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP129,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,EUR-Multitenant,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP130,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,FRA-Go Local,IOPS|Organic|Consumed|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP131,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP132,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP133,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,AUS-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1103,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP134,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,BRA-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1009,2020-09-22,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP135,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CAN-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP136,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHE-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1101,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP137,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,429,2022-05-10,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP138,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,DEU-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1100,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP139,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,EUR-Multitenant,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP140,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,FRA-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/iops/iops_actuals_raw.parquet,1102,2020-06-23,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
