file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
server.R,server_side_recalculation,filtro_subclase <- reactive({,line 1202,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_grupo <- reactive({,line 1207,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subgrupo <- reactive({,line 1212,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_partida <- reactive({,line 1217,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subpartida <- reactive({,line 1222,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_renglon <- reactive({,line 1227,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subrenglon <- reactive({,line 1232,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,"filtros <- eventReactive(input$select_2, {",line 1240,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,"serie <- serie %>% dplyr::mutate(Ingresos = round(.data$Ingresos / Millones, 1))",line 1255,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"serie <- serie %>% dplyr::mutate(Ingresos = round(.data$Ingresos / Millones, 1))",line 1255,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"hc_add_series(name = ""Ingresos"", data = serie$Ingresos) %>%",line 1259,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,# - var.Ingresos: interanual,line 1266,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,# - var.cum_ano_Ingresos: variación del acumulado del año vs 12 meses atrás,line 1268,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1279,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"var.Ingresos = round((Ingresos / dplyr::lag(Ingresos, 12) - 1) * 100, 2),",line 1280,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"acum_12      = zoo::rollsum(Ingresos, 12, align = ""right"", fill = NA),",line 1281,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,"serie <- serie %>% dplyr::mutate(Ingresos = round(.data$Ingresos / Millones, 1))",line 1287,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"serie <- serie %>% dplyr::mutate(Ingresos = round(.data$Ingresos / Millones, 1))",line 1287,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,"dplyr::mutate(Año = as.integer(substr(.data$Fecha_str, 1, 4))) %>%",line 1290,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::group_by(.data$Año) %>%,line 1291,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(cum_ano_Ingresos = cumsum(.data$Ingresos)) %>%,line 1292,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,dplyr::mutate(cum_ano_Ingresos = cumsum(.data$Ingresos)) %>%,line 1292,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1294,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"var.cum_ano_Ingresos = round((cum_ano_Ingresos / dplyr::lag(cum_ano_Ingresos, 12) - 1) * 100, 1)",line 1295,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"hc_add_series(name = ""Variación interanual"", data = serie$var.Ingresos) %>%",line 1300,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"hc_add_series(name = ""Variación acumulada al mes"", data = serie$var.cum_ano_Ingresos) %>%",line 1302,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,#   - GoF.1      : ranking table (backtesting),line 1315,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"#   - tabla_2 : data.frame (Año, mes.cod, Ingresos)",line 1317,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,#   - run_total_bundle() desde forecast_engine/_20_forecast_runner.R,line 1318,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,pipeline_execution,#   - run_total_bundle() desde forecast_engine/_20_forecast_runner.R,line 1318,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,".bundle_pronos1 <- shiny::eventReactive(input$select_1, {",line 1324,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,""". Ejecuta precompute_bundles.R para generarlo.""))",line 1333,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,pipeline_execution,""". Ejecuta precompute_bundles.R para generarlo.""))",line 1333,high,Pipeline execution is not allowed in read-only dashboard.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,readRDS(path),line 1336,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"highcharter::hc_add_series(f_mean, name = paste0(""Forecast ganador: "", b$winner$label), type = ""line"") %>%",line 1360,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"shiny::tags$h4(paste0(""Modelo ganador: "", b$winner$label, "" ("", b$winner$model_id, "")"")),",line 1377,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,# (3) Ranking table (backtesting resumen),line 1388,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,".fc_modelo_consulta_1 <- shiny::eventReactive(input$ver_modelo_1, {",line 1413,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"run_model_forecast(input$modelo_consulta_1, y_train = b$y, h = h, level = 95)",line 1416,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"run_model_forecast(input$modelo_consulta_1, y_train = b$y, h = h, level = 95)",line 1416,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,rs <- b$backtest$resumen,line 1441,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"#   - Ajustar 4 modelos (ARIMA, ETS, AUTO.ARIMA, TSLM)",line 1463,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,"dplyr::group_by(.data$Año, .data$`mes.cod`, .data$mes) %>%",line 1485,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::summarise(,line 1486,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"Ingresos = sum(.data[[col_name]], na.rm = TRUE),",line 1487,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1490,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,df$Ingresos[df$Ingresos <= 0] <- 1000,line 1500,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"ts_y <- stats::ts(as.numeric(df$Ingresos), frequency = 12, start = c(start_year, start_month))",line 1506,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"arima     = forecast::Arima(y_ts, order = c(1, 1, 1), seasonal = c(0, 1, 1)),",line 1516,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"ets       = forecast::ets(y_ts, model = ""MAM"", damped = TRUE),",line 1517,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"autoarima = forecast::auto.arima(y_ts),",line 1518,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"arima     = forecast::forecast(models$arima,     h = h, level = level),",line 1528,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"arima     = forecast::forecast(models$arima,     h = h, level = level),",line 1528,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"ets       = forecast::forecast(models$ets,       h = h, level = level),",line 1529,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"autoarima = forecast::forecast(models$autoarima, h = h, level = level),",line 1530,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"autoarima = forecast::forecast(models$autoarima, h = h, level = level),",line 1530,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"regresion = forecast::forecast(models$regresion, h = h, level = level)",line 1531,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,# Helper 4: tabla estándar desde forecast(),line 1536,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1547,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1552,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,"datos_pronos3 <- shiny::eventReactive(input$select_pronos3, {",line 1571,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"fit_arima <- stats::ts(as.numeric(stats::fitted(d$models$arima)),     start = st, frequency = fr)",line 1594,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"fit_auto  <- stats::ts(as.numeric(stats::fitted(d$models$autoarima)), start = st, frequency = fr)",line 1596,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"f_arima <- stats::ts(as.numeric(fc$arima$mean),     start = next_start, frequency = fr)",line 1603,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"f_auto  <- stats::ts(as.numeric(fc$autoarima$mean), start = next_start, frequency = fr)",line 1605,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"highcharter::hchart(y, name = ""Ingresos"") %>%",line 1608,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(fit_arima, name = ""ARIMA (fit)"", type = ""line"") %>%",line 1609,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(f_arima,   name = ""ARIMA (F)"",   type = ""line"") %>%",line 1610,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(fit_auto,  name = ""AUTO.ARIMA (fit)"", type = ""line"") %>%",line 1613,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"highcharter::hc_add_series(f_auto,    name = ""AUTO.ARIMA (F)"",   type = ""line"") %>%",line 1614,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"ARIMA      <- round(c(forecast::accuracy(models$arima)[c(2, 3, 5)], models$arima$aic, models$arima$bic), 3)",line 1630,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"AUTO_ARIMA <- round(c(forecast::accuracy(models$autoarima)[c(2, 3, 5)], models$autoarima$aic, models$autoarima$bic), 3)",line 1631,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"ARIMA,",line 1637,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,AUTO_ARIMA,line 1638,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,reactable::reactable(tbl_forecast_fc(d$fc$arima)),line 1652,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,reactable::reactable(tbl_forecast_fc(d$fc$autoarima)),line 1662,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,".fc_ver_pronos3 <- shiny::eventReactive(input$ver_modelo_3, {",line 1673,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"rmse_arima     <- round(forecast::accuracy(d$models$arima)[1,     ""RMSE""], 2)",line 1686,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"rmse_autoarima <- round(forecast::accuracy(d$models$autoarima)[1, ""RMSE""], 2)",line 1688,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""ARIMA""     = rmse_arima,",line 1692,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""AutoARIMA"" = rmse_autoarima,",line 1694,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,winner <- names(which.min(rmse_vals)),line 1698,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"fc_mean_winner <- switch(winner,",line 1700,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""ARIMA""     = d$fc$arima$mean,",line 1701,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""AutoARIMA"" = d$fc$autoarima$mean,",line 1703,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"primeros_3 <- round(as.numeric(fc_mean_winner), 1)[1:3]",line 1706,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"""Eres un analista fiscal experto en ingresos del gobierno de Costa Rica. "",",line 1712,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"""- Modelo ganador (menor RMSE): "", winner, ""\n"",",line 1716,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"""- RMSE por modelo: ARIMA="", rmse_arima,",line 1717,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,""", AutoARIMA="", rmse_autoarima,",line 1719,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"""Menciona el modelo ganador y la tendencia esperada de los ingresos "",",line 1726,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,"observeEvent(input$btn_narrativa_3, {",line 1731,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,resultado <- .safe_ollama_call(prompt),line 1742,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,#   - tabla.forcast.4.1 (ARIMA),line 1780,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,#   - tabla.forcast.4.3 (AUTO.ARIMA),line 1782,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,# - Importante: PRONOS4 usará run_model_forecast() para ETS / AutoARIMA / TSLM,line 1794,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# - Importante: PRONOS4 usará run_model_forecast() para ETS / AutoARIMA / TSLM,line 1794,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,# - Importante: PRONOS4 usará run_model_forecast() para ETS / AutoARIMA / TSLM,line 1794,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"# - ARIMA: idealmente también en registry como model_id=""arima""",line 1795,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"try(source(""forecast_models_registry.R""), silent = TRUE)",line 1800,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"#    que tenga: Fecha_ord (Date), Fecha_str (YYYY-MM), Ingresos (num)",line 1806,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"""Ingresos"", ""ingresos"", ""monto"", ""Monto"", ""MONTO"",",line 1814,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"stop(""prep_serie_mensual_forecast(): No encuentro columna numérica (Ingresos/monto/Monto/Presupuesto a mes.cod) en df."")",line 1820,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"stop(""prep_serie_mensual_forecast(): No encuentro columna numérica (Ingresos/monto/Monto/Presupuesto a mes.cod) en df."")",line 1820,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1828,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"stop(""prep_serie_mensual_forecast(): Faltan columnas para fecha: "", paste(miss, collapse = "" + ""))",line 1845,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::mutate(,line 1849,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,"dplyr::group_by(.data$Fecha_str, .data$Fecha_ord) %>%",line 1863,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,runtime_data_cooking,dplyr::summarise(,line 1864,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"Ingresos = sum(as.numeric(.data[[value_col]]), na.rm = TRUE),",line 1865,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_clase_2 <- reactive({,line 1876,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"req(Ingresos_mensual, input$f_clase_2)",line 1877,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,"dplyr::filter(Ingresos_mensual, .data$clase == input$f_clase_2)",line 1878,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subclase_2 <- reactive({,line 1881,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_grupo_2 <- reactive({,line 1890,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subgrupo_2 <- reactive({,line 1899,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_partida_2 <- reactive({,line 1908,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subpartida_2 <- reactive({,line 1917,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_renglon_2 <- reactive({,line 1926,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtro_subrenglon_2 <- reactive({,line 1935,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,filtros_2 <- reactive({,line 1945,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,"serie_mensual_4 <- eventReactive(input$select_3, {",line 1956,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,serie <- prep_serie_mensual_forecast(df),line 1960,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,ts_mill_4 <- reactive({,line 1975,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,project_specific_text,y <- as.numeric(serie$Ingresos) / Millones,line 1980,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,#    ARIMA / ETS / AUTO.ARIMA / Regresión (TSLM),line 1990,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# - ETS / AUTO.ARIMA / TSLM salen del registry (run_model_forecast),line 1993,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# - ARIMA:,line 1994,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"#     * Ideal: agregar ""arima"" al registry.",line 1995,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"#     * Fallback: ARIMA fijo acá mismo si ""arima"" no existe en registry.",line 1996,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,server_side_recalculation,models_4 <- reactive({,line 1999,medium,Server logic must not recompute governed results.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# ARIMA (fijo),line 2005,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,arima_res <- NULL,line 2007,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,arima_model <- NULL,line 2008,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"# Si existe run_model_forecast() y el registry tiene ""arima"", usarlo",line 2010,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"# Si existe run_model_forecast() y el registry tiene ""arima"", usarlo",line 2010,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"arima_res <- try(run_model_forecast(""arima"", y_train = y, h = h, level = 95), silent = TRUE)",line 2013,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"arima_res <- try(run_model_forecast(""arima"", y_train = y, h = h, level = 95), silent = TRUE)",line 2013,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,governance_violation,"arima_res <- try(run_model_forecast(""arima"", y_train = y, h = h, level = 95), silent = TRUE)",line 2013,high,Potential language or behavior conflicts with governance.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"if (!inherits(arima_res, ""try-error"") && !is.null(arima_res$model)) {",line 2014,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,arima_model <- arima_res$model,line 2015,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,arima_res <- NULL,line 2017,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,arima_model <- NULL,line 2018,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,# Fallback local (tu ARIMA fijo original),line 2022,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,if (is.null(arima_res)) {,line 2023,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"arima_model <- forecast::Arima(y, order = c(1,1,1), seasonal = c(0,1,1))",line 2024,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,model_execution,"f1 <- forecast::forecast(arima_model, h = h, level = 95)",line 2025,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
server.R,forecast_execution,"f1 <- forecast::forecast(arima_model, h = h, level = 95)",line 2025,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
