filter_name,filter_value,filter_label,parent_filter,parent_value,metric_id,db_type,scenario,scenario_status,granularity,entity_key,forecast_version,availability_status,computability_status,enabled,visible,reason_if_disabled,display_order,source_artifact
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMPRD10::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMPRD10,hdd_edb,EDB,not_applicable,,forest,NAMPRD10,2026-05-01 03:35:00,,accuracy_only,true,true,,330,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP109::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP109,hdd_edb,EDB,not_applicable,,forest,NAMP109,2026-05-01 03:35:00,,accuracy_only,true,true,,331,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AREP273::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::AREP273,hdd_edb,EDB,not_applicable,,forest,AREP273,2026-04-06 19:49:02,,accuracy_only,true,true,,332,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AREP273::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::AREP273,hdd_edb,EDB,not_applicable,,forest,AREP273,2026-04-16 07:50:38,,accuracy_only,true,true,,333,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::JPNPRD01::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::JPNPRD01,hdd_edb,EDB,not_applicable,,forest,JPNPRD01,2026-05-01 03:35:00,,accuracy_only,true,true,,334,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMPRD02::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMPRD02,hdd_edb,EDB,not_applicable,,forest,NAMPRD02,2026-05-01 03:35:00,,accuracy_only,true,true,,335,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::MEXP297::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::MEXP297,hdd_edb,EDB,not_applicable,,forest,MEXP297,2026-05-01 03:35:00,,accuracy_only,true,true,,336,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP164::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP164,hdd_edb,EDB,not_applicable,,forest,NAMP164,2026-05-01 03:35:00,,accuracy_only,true,true,,337,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUSP282::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::AUSP282,hdd_edb,EDB,not_applicable,,forest,AUSP282,2026-05-01 03:35:00,,accuracy_only,true,true,,338,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMPRD22::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMPRD22,hdd_edb,EDB,not_applicable,,forest,NAMPRD22,2026-05-01 03:35:00,,accuracy_only,true,true,,339,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AREP273::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::AREP273,hdd_edb,EDB,not_applicable,,forest,AREP273,2026-05-01 03:35:00,,accuracy_only,true,true,,340,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUSP282::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::AUSP282,hdd_edb,EDB,not_applicable,,forest,AUSP282,2026-04-06 19:49:02,,accuracy_only,true,true,,341,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUSP282::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::AUSP282,hdd_edb,EDB,not_applicable,,forest,AUSP282,2026-04-16 07:50:38,,accuracy_only,true,true,,342,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP114::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP114,hdd_edb,EDB,not_applicable,,forest,NAMP114,2026-05-01 03:35:00,,accuracy_only,true,true,,343,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMPRD14::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMPRD14,hdd_edb,EDB,not_applicable,,forest,NAMPRD14,2026-05-01 03:35:00,,accuracy_only,true,true,,344,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP222::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP222,hdd_edb,EDB,not_applicable,,forest,NAMP222,2026-05-01 03:35:00,,accuracy_only,true,true,,345,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP118::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP118,hdd_edb,EDB,not_applicable,,forest,NAMP118,2026-05-01 03:35:00,,accuracy_only,true,true,,346,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP250::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP250,hdd_edb,EDB,not_applicable,,forest,EURP250,2026-05-01 03:35:00,,accuracy_only,true,true,,347,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUSP300::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::AUSP300,hdd_edb,EDB,not_applicable,,forest,AUSP300,2026-04-06 19:49:02,,accuracy_only,true,true,,348,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP220::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP220,hdd_edb,EDB,not_applicable,,forest,NAMP220,2026-05-01 03:35:00,,accuracy_only,true,true,,349,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP167::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP167,hdd_edb,EDB,not_applicable,,forest,NAMP167,2026-05-01 03:35:00,,accuracy_only,true,true,,350,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::POLP291::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::POLP291,hdd_edb,EDB,not_applicable,,forest,POLP291,2026-05-01 03:35:00,,accuracy_only,true,true,,351,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP125::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP125,hdd_edb,EDB,not_applicable,,forest,NAMP125,2026-05-01 03:35:00,,accuracy_only,true,true,,352,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUSPRD01::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::AUSPRD01,hdd_edb,EDB,not_applicable,,forest,AUSPRD01,2026-04-06 19:49:02,,accuracy_only,true,true,,353,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMP171::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMP171,hdd_edb,EDB,not_applicable,,forest,NAMP171,2026-05-01 03:35:00,,accuracy_only,true,true,,354,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::NAMPRD07::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::NAMPRD07,hdd_edb,EDB,not_applicable,,forest,NAMPRD07,2026-05-01 03:35:00,,accuracy_only,true,true,,355,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::AUTP296::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::AUTP296,hdd_edb,EDB,not_applicable,,forest,AUTP296,2026-04-06 19:49:02,,accuracy_only,true,true,,356,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::ZAFP275::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::ZAFP275,hdd_edb,EDB,not_applicable,,forest,ZAFP275,2026-05-01 03:35:00,,accuracy_only,true,true,,357,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::BRAP284::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::BRAP284,hdd_edb,EDB,not_applicable,,forest,BRAP284,2026-04-06 19:49:02,,accuracy_only,true,true,,358,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CANP288::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::CANP288,hdd_edb,EDB,not_applicable,,forest,CANP288,2026-04-06 19:49:02,,accuracy_only,true,true,,359,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CANPRD01::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::CANPRD01,hdd_edb,EDB,not_applicable,,forest,CANPRD01,2026-04-06 19:49:02,,accuracy_only,true,true,,360,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CANPRD01::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::CANPRD01,hdd_edb,EDB,not_applicable,,forest,CANPRD01,2026-05-01 03:35:00,,accuracy_only,true,true,,361,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CHEP278::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::CHEP278,hdd_edb,EDB,not_applicable,,forest,CHEP278,2026-04-06 19:49:02,,accuracy_only,true,true,,362,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CHEP278::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::CHEP278,hdd_edb,EDB,not_applicable,,forest,CHEP278,2026-04-16 07:50:38,,accuracy_only,true,true,,363,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CHEP278::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::CHEP278,hdd_edb,EDB,not_applicable,,forest,CHEP278,2026-05-01 03:35:00,,accuracy_only,true,true,,364,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CHLP298::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::CHLP298,hdd_edb,EDB,not_applicable,,forest,CHLP298,2026-04-06 19:49:02,,accuracy_only,true,true,,365,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::CHLP298::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::CHLP298,hdd_edb,EDB,not_applicable,,forest,CHLP298,2026-04-16 07:50:38,,accuracy_only,true,true,,366,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::DEUP281::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::DEUP281,hdd_edb,EDB,not_applicable,,forest,DEUP281,2026-04-06 19:49:02,,accuracy_only,true,true,,367,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::DNKP307::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::DNKP307,hdd_edb,EDB,not_applicable,,forest,DNKP307,2026-04-06 19:49:02,,accuracy_only,true,true,,368,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::DNKP307::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::DNKP307,hdd_edb,EDB,not_applicable,,forest,DNKP307,2026-04-16 07:50:38,,accuracy_only,true,true,,369,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::DNKP307::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::DNKP307,hdd_edb,EDB,not_applicable,,forest,DNKP307,2026-05-01 03:35:00,,accuracy_only,true,true,,370,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::ESPP292::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::ESPP292,hdd_edb,EDB,not_applicable,,forest,ESPP292,2026-04-06 19:49:02,,accuracy_only,true,true,,371,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP107::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP107,hdd_edb,EDB,not_applicable,,forest,EURP107,2026-04-06 19:49:02,,accuracy_only,true,true,,372,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP119::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP119,hdd_edb,EDB,not_applicable,,forest,EURP119,2026-04-06 19:49:02,,accuracy_only,true,true,,373,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP120::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP120,hdd_edb,EDB,not_applicable,,forest,EURP120,2026-04-06 19:49:02,,accuracy_only,true,true,,374,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP121::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP121,hdd_edb,EDB,not_applicable,,forest,EURP121,2026-04-06 19:49:02,,accuracy_only,true,true,,375,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP121::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP121,hdd_edb,EDB,not_applicable,,forest,EURP121,2026-04-16 07:50:38,,accuracy_only,true,true,,376,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP122::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP122,hdd_edb,EDB,not_applicable,,forest,EURP122,2026-04-06 19:49:02,,accuracy_only,true,true,,377,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP122::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP122,hdd_edb,EDB,not_applicable,,forest,EURP122,2026-04-16 07:50:38,,accuracy_only,true,true,,378,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP137::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP137,hdd_edb,EDB,not_applicable,,forest,EURP137,2026-04-06 19:49:02,,accuracy_only,true,true,,379,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP137::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP137,hdd_edb,EDB,not_applicable,,forest,EURP137,2026-04-16 07:50:38,,accuracy_only,true,true,,380,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP138::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP138,hdd_edb,EDB,not_applicable,,forest,EURP138,2026-04-06 19:49:02,,accuracy_only,true,true,,381,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP138::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP138,hdd_edb,EDB,not_applicable,,forest,EURP138,2026-05-01 03:35:00,,accuracy_only,true,true,,382,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP174::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP174,hdd_edb,EDB,not_applicable,,forest,EURP174,2026-04-06 19:49:02,,accuracy_only,true,true,,383,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP175::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP175,hdd_edb,EDB,not_applicable,,forest,EURP175,2026-04-06 19:49:02,,accuracy_only,true,true,,384,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP175::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP175,hdd_edb,EDB,not_applicable,,forest,EURP175,2026-04-16 07:50:38,,accuracy_only,true,true,,385,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP175::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP175,hdd_edb,EDB,not_applicable,,forest,EURP175,2026-05-01 03:35:00,,accuracy_only,true,true,,386,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP176::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP176,hdd_edb,EDB,not_applicable,,forest,EURP176,2026-04-06 19:49:02,,accuracy_only,true,true,,387,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP176::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP176,hdd_edb,EDB,not_applicable,,forest,EURP176,2026-04-16 07:50:38,,accuracy_only,true,true,,388,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP177::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP177,hdd_edb,EDB,not_applicable,,forest,EURP177,2026-04-06 19:49:02,,accuracy_only,true,true,,389,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP177::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP177,hdd_edb,EDB,not_applicable,,forest,EURP177,2026-04-16 07:50:38,,accuracy_only,true,true,,390,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP178::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP178,hdd_edb,EDB,not_applicable,,forest,EURP178,2026-04-06 19:49:02,,accuracy_only,true,true,,391,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP178::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP178,hdd_edb,EDB,not_applicable,,forest,EURP178,2026-05-01 03:35:00,,accuracy_only,true,true,,392,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP179::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP179,hdd_edb,EDB,not_applicable,,forest,EURP179,2026-04-06 19:49:02,,accuracy_only,true,true,,393,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP179::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP179,hdd_edb,EDB,not_applicable,,forest,EURP179,2026-05-01 03:35:00,,accuracy_only,true,true,,394,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP180::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP180,hdd_edb,EDB,not_applicable,,forest,EURP180,2026-04-06 19:49:02,,accuracy_only,true,true,,395,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP189::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP189,hdd_edb,EDB,not_applicable,,forest,EURP189,2026-04-06 19:49:02,,accuracy_only,true,true,,396,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP190::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP190,hdd_edb,EDB,not_applicable,,forest,EURP190,2026-04-06 19:49:02,,accuracy_only,true,true,,397,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP190::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP190,hdd_edb,EDB,not_applicable,,forest,EURP190,2026-05-01 03:35:00,,accuracy_only,true,true,,398,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP191::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP191,hdd_edb,EDB,not_applicable,,forest,EURP191,2026-04-06 19:49:02,,accuracy_only,true,true,,399,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP191::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURP191,hdd_edb,EDB,not_applicable,,forest,EURP191,2026-05-01 03:35:00,,accuracy_only,true,true,,400,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP192::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP192,hdd_edb,EDB,not_applicable,,forest,EURP192,2026-04-06 19:49:02,,accuracy_only,true,true,,401,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP192::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP192,hdd_edb,EDB,not_applicable,,forest,EURP192,2026-04-16 07:50:38,,accuracy_only,true,true,,402,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP193::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP193,hdd_edb,EDB,not_applicable,,forest,EURP193,2026-04-06 19:49:02,,accuracy_only,true,true,,403,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP194::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP194,hdd_edb,EDB,not_applicable,,forest,EURP194,2026-04-06 19:49:02,,accuracy_only,true,true,,404,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP195::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP195,hdd_edb,EDB,not_applicable,,forest,EURP195,2026-04-06 19:49:02,,accuracy_only,true,true,,405,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP250::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP250,hdd_edb,EDB,not_applicable,,forest,EURP250,2026-04-06 19:49:02,,accuracy_only,true,true,,406,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP251::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP251,hdd_edb,EDB,not_applicable,,forest,EURP251,2026-04-06 19:49:02,,accuracy_only,true,true,,407,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP251::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURP251,hdd_edb,EDB,not_applicable,,forest,EURP251,2026-04-16 07:50:38,,accuracy_only,true,true,,408,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURP309::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURP309,hdd_edb,EDB,not_applicable,,forest,EURP309,2026-04-06 19:49:02,,accuracy_only,true,true,,409,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD01::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD01,hdd_edb,EDB,not_applicable,,forest,EURPRD01,2026-04-06 19:49:02,,accuracy_only,true,true,,410,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD02::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD02,hdd_edb,EDB,not_applicable,,forest,EURPRD02,2026-04-06 19:49:02,,accuracy_only,true,true,,411,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD02::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURPRD02,hdd_edb,EDB,not_applicable,,forest,EURPRD02,2026-04-16 07:50:38,,accuracy_only,true,true,,412,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD03::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD03,hdd_edb,EDB,not_applicable,,forest,EURPRD03,2026-04-06 19:49:02,,accuracy_only,true,true,,413,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD03::2026-04-16 07:50:38,2026-04-16 07:50:38,Key,hdd_edb::EDB::not_applicable::forest::EURPRD03,hdd_edb,EDB,not_applicable,,forest,EURPRD03,2026-04-16 07:50:38,,accuracy_only,true,true,,414,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD03::2026-05-01 03:35:00,2026-05-01 03:35:00,Key,hdd_edb::EDB::not_applicable::forest::EURPRD03,hdd_edb,EDB,not_applicable,,forest,EURPRD03,2026-05-01 03:35:00,,accuracy_only,true,true,,415,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD04::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD04,hdd_edb,EDB,not_applicable,,forest,EURPRD04,2026-04-06 19:49:02,,accuracy_only,true,true,,416,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD05::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD05,hdd_edb,EDB,not_applicable,,forest,EURPRD05,2026-04-06 19:49:02,,accuracy_only,true,true,,417,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::forest::EURPRD06::2026-04-06 19:49:02,2026-04-06 19:49:02,Key,hdd_edb::EDB::not_applicable::forest::EURPRD06,hdd_edb,EDB,not_applicable,,forest,EURPRD06,2026-04-06 19:49:02,,accuracy_only,true,true,,418,official_metrics_normalized.csv
