cohort_id,series_id,metric,db_type,scenario,granularity,key,route_path,champion_model,model_family,primary_rank_metric,primary_rank_value,runner_up_model,runner_up_value,margin,n_backtest_rows,negative_prediction_count,extreme_ratio_count,source_generation_status,caveat
V6_24_MVP_0089,SSD__Phoenix__Forest__NAMP101,SSD,Phoenix,NOT_APPLICABLE,Forest,NAMP101,SSD|Phoenix|LowVolume|Forest,FixedGrowth_1_5,Baseline,wape,0.316599,LightGBM,0.320931,0.004332,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0090,SSD__Phoenix__Forest__NAMP104,SSD,Phoenix,NOT_APPLICABLE,Forest,NAMP104,SSD|Phoenix|LowVolume|Forest,LightGBM,Challenger,wape,0.119482,XGBoost,0.127564,0.008081,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0091,SSD__Phoenix__Forest__NAMPRD07,SSD,Phoenix,NOT_APPLICABLE,Forest,NAMPRD07,SSD|Phoenix|LowVolume|Forest,ETS_Current,Baseline,wape,0.019847,LightGBM,0.02064,0.000793,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0092,SSD__Phoenix__Forest__NAMPRD08,SSD,Phoenix,NOT_APPLICABLE,Forest,NAMPRD08,SSD|Phoenix|LowVolume|Forest,FixedGrowth_4,Baseline,wape,0.014267,Theta,0.01446,0.000194,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0093,SSD__Phoenix__Forest__NORP279,SSD,Phoenix,NOT_APPLICABLE,Forest,NORP279,SSD|Phoenix|LowVolume|Forest,XGBoost,Challenger,wape,0.028731,FixedGrowth_1_5,0.029599,0.000868,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0094,SSD__Phoenix__Forest__NZLP299,SSD,Phoenix,NOT_APPLICABLE,Forest,NZLP299,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.058775,AutoARIMA,0.063165,0.004389,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0095,SSD__Phoenix__Forest__POLP291,SSD,Phoenix,NOT_APPLICABLE,Forest,POLP291,SSD|Phoenix|LowVolume|Forest,ETS Explicit,Challenger,wape,0.071151,ETS_Current,0.071161,1e-05,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0096,SSD__Phoenix__Forest__QATP289,SSD,Phoenix,NOT_APPLICABLE,Forest,QATP289,SSD|Phoenix|LowVolume|Forest,FixedGrowth_4,Baseline,wape,0.017257,FixedGrowth_6,0.018437,0.00118,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0097,SSD__Phoenix__Forest__SGPP274,SSD,Phoenix,NOT_APPLICABLE,Forest,SGPP274,SSD|Phoenix|LowVolume|Forest,Theta,Challenger,wape,0.072158,FixedGrowth_6,0.074394,0.002236,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0098,SSD__Phoenix__Forest__SWEP280,SSD,Phoenix,NOT_APPLICABLE,Forest,SWEP280,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.083205,FixedGrowth_4,0.084654,0.001449,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0099,SSD__Phoenix__Forest__TWNP295,SSD,Phoenix,NOT_APPLICABLE,Forest,TWNP295,SSD|Phoenix|LowVolume|Forest,LinearRegression,Baseline,wape,0.198901,AutoARIMA,0.22135,0.022449,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0100,SSD__Phoenix__Forest__ZAFP275,SSD,Phoenix,NOT_APPLICABLE,Forest,ZAFP275,SSD|Phoenix|LowVolume|Forest,Theta,Challenger,wape,0.035054,FixedGrowth_6,0.03557,0.000517,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
